提拉	ti~la
锦标	jin~biao
紧密	jin~mi
紧跟	jin~gen
紧挨	jin~ai
仅有的	jin~you~de
仅有	jin~you
仅限于	jin~xian~yu
仅限	jin~xian
仅留	jin~liu
仅存	jin~cun
仅次于	jin~ci~yu
仅此而已	jin~ci~er~yi
仅爆	jin~bao
津铁屋薄	jin~tie~wu~bo
金钻	jin~zuan
金姿美妆	jin~zi~mei~zhuang
金猪送福	jin~zhu~song~fu
金猪	jin~zhu
金针莫	jin~zhen~mo
金战尖兵	jin~zhan~jian~bing
金寨	jin~zhai
金银珠宝	jin~yin~zhu~bao
金叶子	jin~ye~zi
金牙	jin~ya
金乡县	jin~xiang~xian
金溪	jin~xi
金我噷	jin~wo~xin
金娃娃	jin~wa~wa
金图	jin~tu
金童	jin~tong
金丝熊	jin~si~xiong
金顺	jin~shun
金水桥	jin~shui~qiao
金士顿	jin~shi~dun
金蛇	jin~she
金沙县	jin~sha~xian
金色农华	jin~se~nong~hua
金日你	jin~ri~ni
金人	jin~ren
金钱的	jin~qian~de
金钱豹	jin~qian~bao
金秘书	jin~mi~shu
金梅瓶	jin~mei~ping
金流	jin~liu
金邻苑	jin~lin~yuan
金荔科技	jin~li~ke~ji
金利雅	jin~li~ya
金立	jin~li
金兰	jin~lan
金矿	jin~kuang
金块珠砾	jin~kuai~zhu~li
金卡	jin~qia
金骏梅	jin~jun~mei
金景佳	jin~jing~jia
金戒指	jin~jie~zhi
金黄	jin~huang
金河	jin~he
金合欢花	jin~he~huan~hua
金海	jin~hai
金谷	jin~gu
金阁寺熊	jin~ge~si~xiong
金哥	jin~ge
金刚山	jin~gang~shan
金凤凰	jin~feng~huang
金粉	jin~fen
金纺	jin~fang
金发碧眼	jin~fa~bi~yan
金地花园	jin~di~hua~yuan
金导导航	jin~dao~dao~hang
金刀营	jin~dao~ying
金蛋	jin~dan
金代石幢	jin~dai~shi~chuang
金大中	jin~da~zhong
金杯	jin~bei
金榜题名	jin~bang~ti~ming
今早	jin~zao
今有	jin~you
今以后	jin~yi~hou
今晚熬夜吗	jin~wan~ao~ye~ma
今厅去	jin~ting~qu
今天周几	jin~tian~zhou~ji
今天又剪了	jin~tian~you~jian~le
今天有事	jin~tian~you~shi
今天有点晚	jin~tian~you~dian~wan
今天我生	jin~tian~wo~sheng
今天上午	jin~tian~shang~wu
今天爬行	jin~tian~pa~xing
今天你结婚	jin~tian~ni~jie~hun
今天迷惑生	jin~tian~mi~huo~sheng
今天没	jin~tian~mei
今天么	jin~tian~yao
今天忙了	jin~tian~mang~le
今天可	jin~tian~ke
今天几点	jin~tian~ji~dian
今天给我	jin~tian~gei~wo
今天个	jin~tian~ge
今天才回来	jin~tian~cai~hui~lai
今天不无聊	jin~tian~bu~wu~liao
今天不晚	jin~tian~bu~wan
今天不行	jin~tian~bu~xing
今天啊	jin~tian~a
今年底	jin~nian~di
今明两天	jin~ming~liang~tian
今后会	jin~hou~hui
今儿个	jin~er~ge
今儿阿	jin~er~a
斤不是梦	jin~bu~shi~meng
借一块	jie~yi~kuai
借我用下	jie~wo~yong~xia
借我熔炉	jie~wo~rong~lu
借我地图	jie~wo~di~tu
借我呗	jie~wo~bai
借什么	jie~shi~yao
借了钱	jie~le~qian
借了	jie~le
借借钱	jie~jie~qian
借货	jie~huo
借花献佛	jie~hua~xian~fo
借给我	jie~gei~wo
借给他	jie~gei~ta
借点钱	jie~dian~qian
借到钱	jie~dao~qian
借到	jie~dao
借刀杀人	jie~dao~sha~ren
借出去了	jie~chu~qu~le
借不就	jie~bu~jiu
界限	jie~xian
界首市	jie~shou~shi
戒奶	jie~nai
介绍所	jie~shao~suo
介绍人	jie~shao~ren
介绍介绍	jie~shao~jie~shao
解一下	jie~yi~xia
解性格	jie~xing~ge
解释一下	jie~shi~yi~xia
解释力	jie~shi~li
解剖学	jie~pou~xue
解刨学	jie~bao~xue
解夔	jie~kui
解决问题的	jie~jue~wen~ti~de
解决方案	jie~jue~fang~an
解解乏	jie~jie~fa
解解发	jie~jie~fa
解解馋	jie~jie~chan
解放日报	jie~fang~ri~bao
解乏	jie~fa
解除了	jie~chu~le
解不赖	jie~bu~lai
姐早泄作业	jie~zao~xie~zuo~ye
姐妹两	jie~mei~liang
姐两	jie~liang
姐姐噢呃	jie~jie~o~e
姐姐来了	jie~jie~lai~le
姐姐给力	jie~jie~gei~li
姐姐的单车	jie~jie~de~dan~che
姐夫哥	jie~fu~ge
姐啊	jie~a
竭尽全力	jie~jin~quan~li
竭及避免	jie~ji~bi~mian
截张图	jie~zhang~tu
截然不同	jie~ran~bu~tong
截骨	jie~gu
睫毛精	jie~mao~jing
婕妤	jie~yu
捷讯	jie~xun
桀骜不驯	jie~ao~bu~xun
结一次	jie~yi~ci
结束阻	jie~shu~zu
结束啦	jie~shu~la
结实点	jie~shi~dian
结社	jie~she
结论背会	jie~lun~bei~hui
结晶体	jie~jing~ti
结婚晚	jie~hun~wan
结婚十年	jie~hun~shi~nian
结婚那天	jie~hun~na~tian
结婚狂	jie~hun~kuang
结婚后	jie~hun~hou
结婚的那天	jie~hun~de~na~tian
结婚吧	jie~hun~ba
结过婚	jie~guo~hun
结不了	jie~bu~le
结帮	jie~bang
洁清	jie~qing
洁净	jie~jing
洁厕精	jie~ce~jing
杰克逊	jie~ke~xun
劫数字	jie~shu~zi
劫杀	jie~sha
劫持	jie~chi
节食	jie~shi
节神	jie~shen
节日习俗	jie~ri~xi~su
节日礼物	jie~ri~li~wu
节目表	jie~mu~biao
节快乐	jie~kuai~le
节骨眼	jie~gu~yan
孑	jie
街篮	jie~lan
街道办	jie~dao~ban
街车	jie~che
接走了	jie~zou~le
接住我	jie~zhu~wo
接着吃	jie~zhao~chi
接一下	jie~yi~xia
接一个	jie~yi~ge
接下来的	jie~xia~lai~de
接完	jie~wan
接娃	jie~wa
接水	jie~shui
接受的	jie~shou~de
接上	jie~shang
接你电话	jie~ni~dian~hua
接了个	jie~le~ge
接口木	jie~kou~mu
接口处	jie~kou~chu
接客货	jie~ke~huo
接近她	jie~jin~ta
接回家	jie~hui~jia
接回孩子	jie~hui~hai~zi
接回	jie~hui
接咯米	jie~ge~mi
接发	jie~fa
接二连三	jie~er~lian~san
接儿子	jie~er~zi
接不接受	jie~bu~jie~shou
接不	jie~bu
皆是你	jie~shi~ni
皆是黑马	jie~shi~hei~ma
阶梯法	jie~ti~fa
阶乘	jie~cheng
酵素桶	jiao~su~tong
酵素瓶	jiao~su~ping
教育厅	jiao~yu~ting
教育片	jiao~yu~pian
教育科技	jiao~yu~ke~ji
教育馆	jiao~yu~guan
教养	jiao~yang
教研活动	jiao~yan~huo~dong
教我妹	jiao~wo~mei
教徒	jiao~tu
教室别恋	jiao~shi~bie~lian
教师节	jiao~shi~jie
教人开挂	jiao~ren~kai~gua
教你们	jiao~ni~men
教的多	jiao~de~duo
教到哪	jiao~dao~na
教案	jiao~an
较真	jiao~zhen
较少	jiao~shao
较劲	jiao~jing
觉来	jue~lai
觉的	jue~de
觉得我自己	jue~de~wo~zi~ji
觉得我们	jue~de~wo~men
觉得我	jue~de~wo
觉得好	jue~de~hao
叫自己	jiao~zi~ji
叫醒了	jiao~xing~le
叫小	jiao~xiao
叫我一声	jiao~wo~yi~sheng
叫我起床	jiao~wo~qi~chuang
叫我妈	jiao~wo~ma
叫我家吗	jiao~wo~jia~ma
叫我几次	jiao~wo~ji~ci
叫我滚了	jiao~wo~gun~le
叫我兜兜	jiao~wo~dou~dou
叫我吧	jiao~wo~ba
叫我爸	jiao~wo~ba
叫王晶杨	jiao~wang~jing~yang
叫他们	jiao~ta~men
叫酥搽	jiao~su~cha
叫叔叔	jiao~shu~shu
叫神莫	jiao~shen~mo
叫神秘	jiao~shen~mi
叫什么了	jiao~shi~yao~le
叫上客	jiao~shang~ke
叫啥了	jiao~sha~le
叫人家	jiao~ren~jia
叫嚷	jiao~rang
叫起来的	jiao~qi~lai~de
叫哦	jiao~e
叫你去	jiao~ni~qu
叫你姐	jiao~ni~jie
叫你的	jiao~ni~de
叫猫	jiao~mao
叫马凯	jiao~ma~kai
叫了哟	jiao~le~yo
叫了个鸡	jiao~le~ge~ji
叫魂	jiao~hun
叫回来的	jiao~hui~lai~de
叫花子	jiao~hua~zi
叫好	jiao~hao
叫法	jiao~fa
叫爹	jiao~die
叫大爷	jiao~da~ye
叫出去	jiao~chu~qu
叫不出去	jiao~bu~chu~qu
叫宝宝	jiao~bao~bao
叫爸爸	jiao~ba~ba
叫奥你	jiao~ao~ni
缴纳	jiao~na
搅动	jiao~dong
搅拌站	jiao~ban~zhan
脚肿	jiao~zhong
脚趾头	jiao~zhi~tou
脚腕	jiao~wan
脚疼	jiao~teng
脚尖点地	jiao~jian~dian~di
脚汗曾	jiao~han~ceng
脚跟	jiao~gen
脚	jiao
皎洁无暇	jiao~jie~wu~xia
矫枉过正	jiao~wang~guo~zheng
矫顽力	jiao~wan~li
绞馁多指和	jiao~nei~duo~zhi~he
绞劲	jiao~jing
绞尽脑汁	jiao~jin~nao~zhi
饺子馆	jiao~zi~guan
饺子	jiao~zi
狡诈	jiao~zha
角膜炎	jiao~mo~yan
角落里	jiao~luo~li
角尺	jiao~chi
角	jiao
嚼舌	jiao~she
焦长娟	jiao~chang~juan
焦慧轩	jiao~hui~xuan
焦黄	jiao~huang
焦	jiao
蛟龙	jiao~long
胶原蛋白	xiao~yuan~dan~bai
胶套	xiao~tao
骄傲脸	jiao~ao~lian
娇气	jiao~qi
娇李	jiao~li
娇娇	jiao~jiao
娇贵	jiao~gui
娇凤	jiao~feng
浇头	jiao~tou
浇饭	jiao~fan
浇的水	jiao~de~shui
交友网站	jiao~you~wang~zhan
交友社区	jiao~you~she~qu
交易期	jiao~yi~qi
交一些朋友	jiao~yi~xie~peng~you
交通局	jiao~tong~ju
交融	jiao~rong
交流网站	jiao~liu~wang~zhan
交了钱	jiao~le~qian
交口	jiao~kou
交接处	jiao~jie~chu
交换网	jiao~huan~wang
交换机	jiao~huan~ji
交费店	jiao~fei~dian
交房	jiao~fang
交电费	jiao~dian~fei
交单格式	jiao~dan~ge~shi
交错	jiao~cuo
交出	jiao~chu
交缠	jiao~chan
交杯酒	jiao~bei~jiu
酱油醋	jiang~you~cu
酱色	jiang~se
酱老	jiang~lao
酱板鸭	jiang~ban~ya
绛县	jiang~xian
降雨	jiang~yu
降压药	jiang~ya~yao
降压	jiang~ya
降生	jiang~sheng
降乳酸	jiang~ru~suan
降降温	jiang~jiang~wen
降火	jiang~huo
降格	jiang~ge
蒋异樊	jiang~yi~fan
奖章	jiang~zhang
奖励吗	jiang~li~ma
奖励金	jiang~li~jin
奖金赛	jiang~jin~sai
奖	jiang
讲真	jiang~zhen
讲一声	jiang~yi~sheng
讲一讲	jiang~yi~jiang
讲学	jiang~xue
讲信用	jiang~xin~yong
讲题吗	jiang~ti~ma
讲台上	jiang~tai~shang
讲清楚	jiang~qing~chu
讲你学	jiang~ni~xue
讲吗	jiang~ma
讲了吗	jiang~le~ma
讲了个	jiang~le~ge
讲了	jiang~le
讲过	jiang~guo
讲个题	jiang~ge~ti
讲稿	jiang~gao
讲的对	jiang~de~dui
讲道	jiang~dao
讲不降	jiang~bu~jiang
讲	jiang
僵直	jiang~zhi
僵尸王	jiang~shi~wang
僵持	jiang~chi
浆水吧	jiang~shui~ba
浆点	jiang~dian
姜糖水	jiang~tang~shui
姜思毅	jiang~si~yi
姜柔	jiang~rou
姜七	jiang~qi
姜丽婷	jiang~li~ting
姜潮	jiang~chao
将中医	jiang~zhong~yi
将贪	jiang~tan
将太乙	jiang~tai~yi
将手	jiang~shou
将人体	jiang~ren~ti
将球	jiang~qiu
将来时	jiang~lai~shi
将军府	jiang~jun~fu
将鸡换成兔	jiang~ji~huan~cheng~tu
将错就错	jiang~cuo~jiu~cuo
江浙沪	jiang~zhe~hu
江泽民	jiang~ze~min
江永	jiang~yong
江小	jiang~xiao
江西省政府	jiang~xi~sheng~zheng~fu
江文家	jiang~wen~jia
江苏省政府	jiang~su~sheng~zheng~fu
江苏	jiang~su
江山易改	jiang~shan~yi~gai
江青	jiang~qing
江桥	jiang~qiao
江南造船厂	jiang~nan~zao~chuan~chang
江米	jiang~mi
江虹	jiang~hong
江河水	jiang~he~shui
江大	jiang~da
江辰	jiang~chen
江岸	jiang~an
鞬櫜干戈	jian~gao~gan~ge
键盘侠	jian~pan~xia
键槽	jian~cao
鉴定完毕	jian~ding~wan~bi
鉴定标准	jian~ding~biao~zhun
践踏	jian~ta
渐渐地	jian~jian~di
渐行渐远	jian~xing~jian~yuan
渐冻症	jian~dong~zheng
健身馆	jian~shen~guan
健身操	jian~shen~cao
健康水	jian~kang~shui
健康颗粒化	jian~kang~ke~li~hua
健步	jian~bu
剑修	jian~xiu
剑三	jian~san
剑桥英语	jian~qiao~ying~yu
剑齿虎	jian~chi~hu
贱兮兮	jian~xi~xi
贱人死	jian~ren~si
贱男热播	jian~nan~re~bo
贱货	jian~huo
贱婢女	jian~bi~nv
贱逼了	jian~bi~le
建筑的	jian~zhu~de
建元	jian~yuan
建议你	jian~yi~ni
建议吗	jian~yi~ma
建议	jian~yi
建鹏	jian~peng
建了个	jian~le~ge
建好	jian~hao
建刚	jian~gang
建峰	jian~feng
建春	jian~chun
建超	jian~chao
建不好	jian~bu~hao
建安你哥瀬	jian~an~ni~ge~lai
建安村给钻	jian~an~cun~gei~zuan
见一见	jian~yi~jian
见小鸡呢	jian~xiao~ji~ni
见我了	jian~wo~le
见我来	jian~wo~lai
见我哭	jian~wo~ku
见我干嘛	jian~wo~gan~ma
见闻	jian~wen
见完	jian~wan
见是见了	jian~shi~jian~le
见识过	jian~shi~guo
见色忘友	jian~se~wang~you
见色起意	jian~se~qi~yi
见去了	jian~qu~le
见你了	jian~ni~le
见面的	jian~mian~de
见满	jian~man
见了我	jian~le~wo
见了你	jian~le~ni
见了吗	jian~le~ma
见来吧	jian~lai~ba
见见	jian~jian
见机	jian~ji
见好就收	jian~hao~jiu~shou
见好	jian~hao
见过他	jian~guo~ta
见鬼了	jian~gui~le
见广日	jian~guang~ri
见个面	jian~ge~mian
见父母	jian~fu~mu
见缝插针	jian~feng~cha~zhen
见多了	jian~duo~le
见点	jian~dian
见不着	jian~bu~zhao
见不得	jian~bu~de
见不到了	jian~bu~dao~le
见别人	jian~bie~ren
碱性化	jian~xing~hua
碱性	jian~xing
简嘴	jian~zui
简直污染	jian~zhi~wu~ran
简直太棒了	jian~zhi~tai~bang~le
简直日了狗	jian~zhi~ri~le~gou
简直了	jian~zhi~le
简约	jian~yue
简体	jian~ti
简明	jian~ming
简洁风	jian~jie~feng
简单生活	jian~dan~sheng~huo
简单了	jian~dan~le
简单化	jian~dan~hua
简单嗯	jian~dan~嗯
简餐	jian~can
简报	jian~bao
剪纸画	jian~zhi~hua
剪下	jian~xia
剪头啊	jian~tou~a
剪了	jian~le
剪个头发	jian~ge~tou~fa
剪短发	jian~duan~fa
剪刀是	jian~dao~shi
剪刀石头布	jian~dao~shi~tou~bu
剪刀	jian~dao
减十元	jian~shi~yuan
减少	jian~shao
减弱	jian~ruo
减慢	jian~man
减略	jian~lve
减减肥	jian~jian~fei
减减残	jian~jian~can
减肥果	jian~fei~guo
减不下	jian~bu~xia
检验了	jian~yan~le
检票员	jian~piao~yuan
检票了	jian~piao~le
检察院	jian~cha~yuan
检查的	jian~cha~de
检测仪表	jian~ce~yi~biao
捡钟	jian~zhong
捡破烂	jian~po~lan
捡来的	jian~lai~de
俭省	jian~sheng
柬埔寨	jian~pu~zhai
拣选	jian~xuan
拣到一只	jian~dao~yi~zhi
煎饼侠	jian~bing~xia
煎饼果子	jian~bing~guo~zi
煎饼果	jian~bing~guo
煎熬好	jian~ao~hao
菅雪瑞	jian~xue~rui
菅学影	jian~xue~ying
菅冰洁	jian~bing~jie
兼职招聘	jian~zhi~zhao~pin
兼职第一天	jian~zhi~di~yi~tian
兼职	jian~zhi
监控员	jian~kong~yuan
监控室	jian~kong~shi
监控点	jian~kong~dian
监护人	jian~hu~ren
监督局到	jian~du~ju~dao
肩周炎	jian~zhou~yan
肩周	jian~zhou
肩膀痛	jian~bang~tong
肩并肩	jian~bing~jian
间歇	jian~xie
间背包	jian~bei~bao
坚定不移	jian~ding~bu~yi
坚持喝	jian~chi~he
坚持到	jian~chi~dao
坚持党	jian~chi~dang
坚	jian
奸诈	jian~zha
奸雄	jian~xiong
尖嘴钳	jian~zui~qian
尖锐	jian~rui
尖	jian
嫁么	jia~yao
嫁对	jia~dui
嫁错	jia~cuo
嫁不及澳人	jia~bu~ji~ao~ren
嫁不出去	jia~bu~chu~qu
驾证分	jia~zheng~fen
驾照了	jia~zhao~le
价值链	jia~zhi~lian
价格优惠	jia~ge~you~hui
假装	jia~zhuang
假一赔十	jia~yi~pei~shi
假戏真做	jia~xi~zhen~zuo
假透肉	jia~tou~rou
假死	jia~si
假睡	jia~shui
假手于人	jia~shou~yu~ren
假手	jia~shou
假如我是	jia~ru~wo~shi
假如我	jia~ru~wo
假如你	jia~ru~ni
假日生活	jia~ri~sheng~huo
假俩个见	jia~lia~ge~jian
假俩宝更加	jia~lia~bao~geng~jia
假的加的	jia~de~jia~de
假吃	jia~chi
假不知	jia~bu~zhi
贾政	jia~zheng
贾秀全	jia~xiu~quan
贾斯丁超	jia~si~ding~chao
贾氏庄	jia~shi~zhuang
贾秋晴	jia~qiu~qing
贾洪梅	jia~hong~mei
贾菲	jia~fei
甲醛仪	jia~quan~yi
甲片	jia~pian
戛纳之约	jia~na~zhi~yue
戛纳	jia~na
夹肉	jia~rou
夹克式	jia~ke~shi
夹克衫	jia~ke~shan
夹道欢呼	jia~dao~huan~hu
夹表	jia~biao
嘉一中	jia~yi~zhong
嘉业堂	jia~ye~tang
嘉俊	jia~jun
家族制	jia~zu~zhi
家装家居	jia~zhuang~jia~ju
家长制	jia~chang~zhi
家在吉林	jia~zai~ji~lin
家园里	jia~yuan~li
家喻户晓	jia~yu~hu~xiao
家有仙妻	jia~you~xian~qi
家也	jia~ye
家养	jia~yang
家乡人还有	jia~xiang~ren~huan~you
家乡人	jia~xiang~ren
家乡话	jia~xiang~hua
家我国	jia~wo~guo
家娃娃	jia~wa~wa
家庭群	jia~ting~qun
家庭伦理	jia~ting~lun~li
家庭教师	jia~ting~jiao~shi
家庭妇男	jia~ting~fu~nan
家属楼	jia~shu~lou
家人者	jia~ren~zhe
家人有约	jia~ren~you~yue
家人群	jia~ren~qun
家人吗	jia~ren~ma
家禽	jia~qin
家谱	jia~pu
家呢	jia~ni
家楼下	jia~lou~xia
家里你啊嗯	jia~li~ni~a~嗯
家里基本上	jia~li~ji~ben~shang
家里蹲	jia~li~dun
家里的门	jia~li~de~men
家具家居	jia~ju~jia~ju
家境	jia~jing
家教部	jia~jiao~bu
家家	jia~jia
家和万事兴	jia~he~wan~shi~xing
家底	jia~di
家的	jia~de
家当	jia~dang
家大业大	jia~da~ye~da
家吃	jia~chi
家诚	jia~cheng
家常便饭	jia~chang~bian~fan
家暴	jia~bao
挟持	xie~chi
佳园	jia~yuan
佳肴	jia~yao
佳瑞	jia~rui
佳人有约	jia~ren~you~yue
佳琪	jia~qi
佳酿	jia~niang
佳路	jia~lu
佳节	jia~jie
加这个	jia~zhe~ge
加长	jia~chang
加扎勒	jia~zha~le
加油哦	jia~you~e
加油努力	jia~you~nu~li
加油工作	jia~you~gong~zuo
加油的	jia~you~de
加哟	jia~yo
加完糖	jia~wan~tang
加完了	jia~wan~le
加完的	jia~wan~de
加藤鹰	jia~teng~ying
加糖	jia~tang
加谁	jia~shui
加什	jia~shi
加沙	jia~sha
加入会员	jia~ru~hui~yuan
加入	jia~ru
加热人	jia~re~ren
加强版	jia~qiang~ban
加坡	jia~po
加你们	jia~ni~men
加你的密码	jia~ni~de~mi~ma
加灭	jia~mie
加密	jia~mi
加满	jia~man
加吗	jia~ma
加利利	jia~li~li
加勒比	jia~le~bi
加拉加斯	jia~la~jia~si
加宽	jia~kuan
加快版	jia~kuai~ban
加进来	jia~jin~lai
加进	jia~jin
加加油	jia~jia~you
加加加就爱	jia~jia~jia~jiu~ai
加急	jia~ji
加回来	jia~hui~lai
加估计	jia~gu~ji
加工中心	jia~gong~zhong~xin
加盖	jia~gai
加粉猫	jia~fen~mao
加肥加大的	jia~fei~jia~da~de
加肥	jia~fei
加菲猫	jia~fei~mao
加点甘油	jia~dian~gan~you
加大你	jia~da~ni
加粗	jia~cu
加餐的	jia~can~de
加不了你	jia~bu~le~ni
加不了	jia~bu~le
加班的	jia~ban~de
加把劲	jia~ba~jing
加按	jia~an
加啊	jia~a
寂灭	ji~mie
寂寥	ji~liao
寂不寂寞	ji~bu~ji~mo
寄养在	ji~yang~zai
寄生魂	ji~sheng~hun
寄生虫	ji~sheng~chong
寄件人	ji~jian~ren
寄回来	ji~hui~lai
寄到家里	ji~dao~jia~li
寄错了	ji~cuo~le
寄存	ji~cun
继续用	ji~xu~yong
继红	ji~hong
既然这样	ji~ran~zhe~yang
既然个	ji~ran~ge
既来之	ji~lai~zhi
既会在同	ji~hui~zai~tong
既不想	ji~bu~xiang
济世安民	ji~shi~an~min
济宁市	ji~ning~shi
济南军区	ji~nan~jun~qu
季节感	ji~jie~gan
妓和不如	ji~he~bu~ru
忌嘴	ji~zui
忌口的	ji~kou~de
技术员	ji~zhu~yuan
技术拿了	ji~zhu~na~le
技能培训	ji~neng~pei~xun
纪要	ji~yao
纪念堂	ji~nian~tang
纪念奖	ji~nian~jiang
纪录片	ji~lu~pian
纪存希	ji~cun~xi
记住你	ji~zhu~ni
记住咯	ji~zhu~ge
记只要一组	ji~zhi~yao~yi~zu
记忆中	ji~yi~zhong
记学时	ji~xue~shi
记性不好	ji~xing~bu~hao
记性	ji~xing
记起我了	ji~qi~wo~le
记起的大	ji~qi~de~da
记没记	ji~mei~ji
记恨我	ji~hen~wo
记恨	ji~hen
记得住	ji~de~zhu
记得我	ji~de~wo
记得吗	ji~de~ma
记得穿厚点	ji~de~chuan~hou~dian
记单词了	ji~dan~ci~le
记不住词	ji~bu~zhu~ci
记不太	ji~bu~tai
记不到了	ji~bu~dao~le
记巴特等	ji~ba~te~deng
计息	ji~xi
计狲	ji~sun
计算机室	ji~suan~ji~shi
计算机黑客	ji~suan~ji~hei~ke
计数	ji~shu
计日程功	ji~ri~cheng~gong
计较了	ji~jiao~le
计价	ji~jia
计划经济	ji~hua~jing~ji
计划法	ji~hua~fa
脊梁住	ji~liang~zhu
挤一挤	ji~yi~ji
挤了啊	ji~le~a
挤公交	ji~gong~jiao
挤掉	ji~diao
几嘴	ji~zui
几只好好	ji~zhi~hao~hao
几月几号	ji~yue~ji~hao
几月几	ji~yue~ji
几元起	ji~yuan~qi
几样	ji~yang
几噷	ji~xin
几小时	ji~xiao~shi
几嘻任	ji~xi~ren
几桶	ji~tong
几天你	ji~tian~ni
几天能到	ji~tian~neng~dao
几天了啊	ji~tian~le~a
几天鹅	ji~tian~e
几天的	ji~tian~de
几天不见	ji~tian~bu~jian
几岁了	ji~sui~le
几首	ji~shou
几时回来	ji~shi~hui~lai
几十种	ji~shi~zhong
几十亿	ji~shi~yi
几十年	ji~shi~nian
几十	ji~shi
几人	ji~ren
几千人	ji~qian~ren
几千年前	ji~qian~nian~qian
几娘	ji~niang
几年呢	ji~nian~ni
几年	ji~nian
几面	ji~mian
几毛皮	ji~mao~pi
几乱	ji~luan
几辆车	ji~liang~che
几斤几两	ji~jin~ji~liang
几回了	ji~hui~le
几乎正常	ji~hu~zheng~chang
几乎都是	ji~hu~du~shi
几盒	ji~he
几何学	ji~he~xue
几哈巴狗	ji~ha~ba~gou
几根手指	ji~gen~shou~zhi
几个意思	ji~ge~yi~si
几个问题	ji~ge~wen~ti
几个钱	ji~ge~qian
几个朋友	ji~ge~peng~you
几个吗	ji~ge~ma
几个了	ji~ge~le
几个吃	ji~ge~chi
几覅牛	ji~biao~niu
几分钟之后	ji~fen~zhong~zhi~hou
几分之几	ji~fen~zhi~ji
几分钱	ji~fen~qian
几分	ji~fen
几度	ji~du
几点有	ji~dian~you
几点睡	ji~dian~shui
几点去卖	ji~dian~qu~mai
几点起来	ji~dian~qi~lai
几点起	ji~dian~qi
几点啦	ji~dian~la
几点回去	ji~dian~hui~qu
几点吃法了	ji~dian~chi~fa~le
几点憋	ji~dian~bie
几狄奥尼来	ji~di~ao~ni~lai
几村	ji~cun
几次就	ji~ci~jiu
几遍了	ji~bian~le
几比啊	ji~bi~a
几本书	ji~ben~shu
几杯	ji~bei
几百人	ji~bai~ren
几百米	ji~bai~mi
几百里	ji~bai~li
几百次	ji~bai~ci
几百遍	ji~bai~bian
几百	ji~bai
几巴掌	ji~ba~zhang
几	ji
籍田镇	ji~tian~zhen
嫉妒了	ji~du~le
集中把	ji~zhong~ba
集贤县	ji~xian~xian
集体主义	ji~ti~zhu~yi
集体照	ji~ti~zhao
集体立即	ji~ti~li~ji
集齐了呗	ji~qi~le~bai
集齐	ji~qi
集科研	ji~ke~yan
集合集合	ji~he~ji~he
集	ji
疾走	ji~zou
疾苦	ji~ku
疾控	ji~kong
疾风魔狼	ji~feng~mo~lang
急诊科医生	ji~zhen~ke~yi~sheng
急诊费	ji~zhen~fei
急悬腕	ji~xuan~wan
急需用钱	ji~xu~yong~qian
急性子	ji~xing~zi
急性肠胃炎	ji~xing~chang~wei~yan
急速追杀	ji~su~zhui~sha
急速	ji~su
急死我了	ji~si~wo~le
急死我	ji~si~wo
急死你	ji~si~ni
急甚么	ji~shen~yao
急啥	ji~sha
急切	ji~qie
急救电话	ji~jiu~dian~hua
急坏了	ji~huai~le
急坏	ji~huai
急行军	ji~xing~jun
急促记得	ji~cu~ji~de
急冲冲	ji~chong~chong
急不来	ji~bu~lai
急不及待	ji~bu~ji~dai
即已抛却	ji~yi~pao~que
即使也	ji~shi~ye
即使你	ji~shi~ni
即可以	ji~ke~yi
即将离开	ji~jiang~li~kai
即覅将就	ji~biao~jiang~jiu
即厄勒	ji~e~le
即便有	ji~bian~you
即	ji
极性共价键	ji~xing~gong~jia~jian
极为多	ji~wei~duo
极其厌恶	ji~qi~yan~e
极品新娘	ji~pin~xin~niang
极懒	ji~lan
极光之吻	ji~guang~zhi~wen
极度恐惧	ji~du~kong~ju
极地大冒险	ji~di~da~mao~xian
级装	ji~zhuang
级了	ji~le
汲汲菜	ji~ji~cai
吉祥物	ji~xiang~wu
吉祥话	ji~xiang~hua
吉泰	ji~tai
吉林联通	ji~lin~lian~tong
吉利斯	ji~li~si
吉利大学	ji~li~da~xue
吉拉	ji~la
吉尔伯特	ji~er~bo~te
及时性	ji~shi~xing
及格分	ji~ge~fen
激战	ji~zhan
激情吧	ji~qing~ba
激光雕刻	ji~guang~diao~ke
激昂完啷	ji~ang~wan~lang
基准线	ji~zhun~xian
基因突变	ji~yin~tu~bian
基亚哦	ji~ya~e
基头	ji~tou
基调	ji~diao
基斯杜化	ji~si~du~hua
基尼系数	ji~ni~xi~shu
基督教新教	ji~du~jiao~xin~jiao
基督降生记	ji~du~jiang~sheng~ji
基督城	ji~du~cheng
基础的	ji~chu~de
基础	ji~chu
基本利率	ji~ben~li~lv
基本吧	ji~ben~ba
基	ji
姬鹏飞	ji~peng~fei
姬娜	ji~nuo
积蓄额	ji~xu~e
积水	ji~shui
积累制	ji~lei~zhi
积极行动	ji~ji~xing~dong
积姬仙奴	ji~ji~xian~nu
积功磊徳	ji~gong~lei~de
积分器	ji~fen~qi
唧唧我我	ji~ji~wo~wo
唧噔嘎噔	ji~deng~ga~deng
鸡爪	ji~zhua
鸡眼了	ji~yan~le
鸡胸肉	ji~xiong~rou
鸡身上	ji~shen~shang
鸡肉串	ji~rou~chuan
鸡米饭	ji~mi~fan
